"id","profileName","text","date","title","rating","images"
"RHB2NUI04SMNC","Deepti","
  Don't buy. Go for SAMSUNG. Ultra low quality hardware is used.
","Reviewed in India on 11 June 2020","Waste of Money. Dont buy",1,""
"R37YK9CPKSZZGP","Jayaganesh Shetty","
  Best budget mobile presently and Value for money. Camera quality to be better. All other features are best within this budget. All trying to purchase another mobile for my wife, but not able to get in flash sale. Please make available in the market.
","Reviewed in India on 19 July 2020","Value for money",5,""
"R3V7OJRNJXDODH","SagarJ39","
  Good processor fast speed. Camera could be more better. Battery life is too good.
","Reviewed in India on 5 August 2020","Worth buying",4,""
"R1SIVTH4QU5TQR","daya","
  Very bad mobile I AM facing camera error problem and also storage problem  comapny said storage 64gb but realty is only 48gb very bad mobile
","Reviewed in India on 15 July 2020","Very bad mobile",1,"https://images-na.ssl-images-amazon.com/images/I/61LV9zCFOVL.jpg
https://images-na.ssl-images-amazon.com/images/I/61uOBe+p9NL.jpg"
"R1OMH2D6JCVW21","Harsh Kumar Satyarthy","
  Hi All,After 10 days, this product is having issue with the software, it may be hardware issue also, when i started to type some time, we always have a notification of having an error. please replace this product, this is defective product.
","Reviewed in India on 3 August 2020","Replace the Product",1,""
"RZ1RLKBWB6NJZ","vivek ","
  worst product of xiaomi i have ever bought ,got dead in 4 month of use ,no service from xiaomi and asking to pay 10000 for mainboard product price is 14000 ,why to waste money beside i buy new phone of other brand rather then chinese dumb phone
","Reviewed in India on 4 August 2020","worst mobile got dead in 4 month and no service from xiaomi",1,""
"R1GNFTIISNEDPH","Ashwathy Ashok","
  This mobile have a complaint. Sometimes the recent call log and contacts gets vanished. I have experienced 4 times within this short span of time. Moreover once when i connected headset and removed it , the connection did not got disconnected and was able to hear only in speaker phone mode. Later when i restarted it worked. Need a solution. Should arrange a call from customer care for resolution.
","Reviewed in India on 25 May 2020","Need your attention to resolve my concern",3,""
"R37HYAZGA103QH","Haribhajan Singh","
  Battery is very nice lasts longer than a day camera and display quality is nice but performance need to be updated.
","Reviewed in India on 20 June 2020","Good deal in this price range",5,"https://images-na.ssl-images-amazon.com/images/I/71KZVPuD2WL.jpg
https://images-na.ssl-images-amazon.com/images/I/71lKK11x+7L.jpg"
"R28X82GSZ3RS4Y","Samrat Majumder","
  Very satisfied , looks gorgeous, and arrived so quickly , Well to my first buy here on e global central , i have to admit there very good services , no complaining at all , everything very clean ,done with care;speed; price quality defeat all other stores , and fulfill all my expectations
","Reviewed in India on 21 July 2020","Redmi note 9 Pro excellent Buy",5,""
"R3CUC5UAUIRL3Y","Arnab Dutta","
  Just delivered today. Initial impression is very good. Everything working fine. Screen bleeding is an issue but you can ignor it. Rear camera quality so good but front could be better. Just miss the 90hz display. Bought 4,64 version. Ram management also fine. Very slippery and finger print magnet. Fingerprint sensor very fast. Bought for my wife. She is happy. It's a big mobile. Disable all the advertisement when set up. Don't use mi apps. Battery remains 75% after 1 hour 41 min screen on time.
","Reviewed in India on 9 May 2020","Love this mobile.",4,""
"RKADBWITTE20B","R B Chaudhary","
  Sir my phone 9 pro .it's body heavy heated at the time of voice call I always face the brolem if it heavy heated at loong time call continue it will be blasted.so please I request you to please refund my new product.
","Reviewed in India on 17 July 2020","Happy point",1,""
"R2WAHE6LVKOSL8","Julia","
  Reviewing after 1 month- When I received the phone, it didn't look like a low budget phone, it was looking like an expensive phone. The camera quality is very good. Initially I had some issues clicking pictures with flash on, it used to take some time. But now it's working fine. Battery life is good, I charge it once in 2 days. Overall it's a good phone. Go for it.
","Reviewed in India on 3 August 2020","Good phone- review after 1 month",4,""
"R785C89RMECCR","Mruttunjay","
  I like display battery life powerful processor and design ...But The camera quality in low light its not acceptable it has night mode also but not useful night mode doesn't work at all company need to work on night mode i am happy with it device but in camera quality nit good ..i have realme 5s mobile it has a Better camera than this even in night mode.
","Reviewed in India on 15 June 2020","Best in class mob but in camera segment not Good go for Realme 6",4,""
"R1P1EYX710EGDZ","Digvijay Singh","
  You would definitely love the in hand experience of this and it feels like a flagship phoneThere is not a single ad I have seen in this phoneNo laging in PUBG and trust me it screen doesn't feel like it is LCD it is as par to amoledBest phone to buy under 15kAmazing battery and cameraBuy this you would never regret
","Reviewed in India on 1 April 2020","Bought in 1st sale",5,""
"R9S97SRNVVPTM","Subhodeep Basu","
  Facing yellowish photos taken from it's camera? The handset I have looks like  it's images are yellowish. Not sure if the problem is with this handset only or not. Thinking to replace and see.
","Reviewed in India on 14 July 2020","Yellowish photos",3,""
"R200UEB1TTXX2B","Honey Phutela","
  Really nice product received from amazon, all the features like camerq quality fingerprint, gaming speed all are working smoothly. I recommend to all buying this product because in this budget i just says WOW.If your budget is nearby 10k to 15k so i recommend going for it ( Redmi Note 8 or Redmi Note 9 pro ) i used both mobiles.
","Reviewed in India on 1 July 2020","Redmi Note 9 Pro",4,""
"R287JR15N5RKZD","Neeti Goel","
  Camera quality is good in this price range, charger is fast and good battery back up. Sometimes phone hangs, not sure if it has any motherboard issue or ram is creating problem. Not happens so frequent  but it's there. Service center will advice n this, rest I am satisfied with professor and over all package with good looks and upto market product.
","Reviewed in India on 8 August 2020","Good product with great features in affordable price.",4,""
"RNTVP99U35ORB","Raju gawai","
  The camera is not working properly. When I take a picture it's aromatically rotate. The service is not good I'm very disappointed.
","Reviewed in India on 7 July 2020","Not really good",1,""
"R17EGXNGPJCZXP","konjengbam anand","
  Good points worth noting are:1. The battery lasts 2 days2. Camera performance has improved for macro as well as landscape photography3. The display clarity is much better now.Drawbacks:1. It may break easily if it falls down2. The WiFi reception can be improved3. The camera beautification makes it look artificial
","Reviewed in India on 3 July 2020","Improved performance and camera",5,""
"R1EVH029138DGZ","AVINASH","
  ConsCan't play pubg for 11 hours we can play max 5 hoursLots of ads and unwanted pre installed apps which can't be uninstaĺedHeavyCharges very slowRedmi note 8 pro is better than note 9 pro 🤭😒😓ProsLooks goodCamera is okNo lagsExpected better specs than note 8 pro
","Reviewed in India on 31 May 2020","Phone is ok but have better phone in market for same price #realme",3,""
"RIU35VBBJ0QQ8","Laxmidhar Jena","
  overal the phone is best ,battery life is awesome but the most disappointing thing is camera as the Samsung sensor doesn't  perform well.if you compare the camera samples with redmi note 7 Pro which is much cheaperer than note 9 Pro you will find that the photo quality in note 7 Pro is far better you can say it best than redmi note 9 Pro. German Moto to buy smartphone in this range is for photography better buy note 7 Pro whoes photo quality is much better than note 9 Pro and if you want the overall specification phone then go  for note 9 pro....
","Reviewed in India on 25 May 2020","Best Phone In This Price Range",4,"https://images-na.ssl-images-amazon.com/images/I/61Add5Z9MQL.jpg
https://images-na.ssl-images-amazon.com/images/I/61sxnH4PCLL.jpg"
"R1UUHKWWGVBINF","NAJUL","
  Satisfied with my purchase.Good camera.Good display.I have purchased 4/64Gb. As I am not a gamer Most of my usage consumes  70% to 80% RAM. So if you are a gamer better go for 6GB RAM.Cons i noticed.1. Battery charging , it charges 80% in 90min but for full charging it takes 2.30min.2. Saturated Camera images.  Most of the people like those photos but I personally don't like.
","Reviewed in India on 25 May 2020","Value for money product",5,"https://images-na.ssl-images-amazon.com/images/I/812XAVOg4TL.jpg
https://images-na.ssl-images-amazon.com/images/I/91+Fsos2oaL.jpg"
"R29JY6P5DMYUPZ","S k patel","
  Not 9 pro is best phone ever in all quality this phone is better than all phonesBattery backup is amazing👌🏻👍🏻After using this phonesAfter use this phone iphone 11 pro fail in all features#mibest
","Reviewed in India on 31 March 2020","After use this phone iPhone 11 pro fail in all features#mibest",5,""
"R2NR0U31IDWK1B","Ranjita Behera","
  Worse phone I ever bought...I have bought this phone on 12498/- and after 3 days of running it shows a white line on the top of display...and its battery performance is so bad...so fast battery draining...I have returned this phone and I saw that this phone is became 13999/-.This is so over price...so don't buy this phone...go for realme 6...
","Reviewed in India on 23 March 2020","Worse phone ever seen in my life",5,""
"R3RKBLJVJEWKO9","Jubin Joseph","
  Awesome product and super fast delivery!I got the product in less than 24 hrs of order.Huge shout out to the seller Green Mobiles and Amazon Transportation Services for the safe and fast delivery.Tip: Never buy anything from MI store flash sales as u simply won't get them!The phone is very good!The fingerprint reader, cameras, etc work seamlessly!I would say that it the best phone under 14kAs mediatek is crap!Stay away from mediatek phones!i.e Realme 6Thank you!
","Reviewed in India on 20 May 2020","Must buy under 14k",5,"https://images-na.ssl-images-amazon.com/images/I/81gj6gcMhTL.jpg
https://images-na.ssl-images-amazon.com/images/I/81gj6gcMhTL.jpg
https://images-na.ssl-images-amazon.com/images/I/81yWjw5wfVL.jpg
https://images-na.ssl-images-amazon.com/images/I/91Ba0aPpO8L.jpg"
"R1536YF7OTBGYK","Mathew S.","
  Not for pubg, If you install 10-20 apps more you won't be able to play pubg too lagging.Decent budget camera not niceGood battery life but slow chargingGo for Realme 6 instead of this.
","Reviewed in India on 12 June 2020","Not recommended",3,""
"R2UFG6JLFK6WK2","Amit Raghav","
  looks soo gud like a oneplus build qualited phones...Fully satisfy with this handset bcz it gives a total requirements for a heavy user or also to a good camera user and when I play pubg, at that there is no lag issue it a best phone under 15k  but there is a problem with this phone  is that it suffers some pixel issue at night u mean some problem or clearity.. That's all about this phone but overall this phone is too gud for me... Thank you!
","Reviewed in India on 24 June 2020","Best smartphone under 15k for a heavy or a gud user!",5,""
"RE271I4Z1JZ0G","rajnish swaroop","
  Hello everyone using mobile from 15days Fingerprint reader not working wellMobile speed is slowFront camera selfi you can see images quality is very bad back camera is goodBettery backup average and quality of working same as 4000mah betteryOverall I am not satisfied with this
","Reviewed in India on 28 July 2020","Not a good choice for selfie 🤳 lover",1,"https://images-na.ssl-images-amazon.com/images/I/71rh2MMuV5L.jpg
https://images-na.ssl-images-amazon.com/images/I/81D2PaUJg3L.jpg"
"RRQXTDQRE46NQ","suraj kumar","
  Video features is good but camera not working properly.. Sometime it show error in front camera.. Main camera not working in night time if flash is on or not at both time show same pic... And overall all are good except camera and most important thing that I booked smartphone in black colour but I got blue colour
","Reviewed in India on 24 May 2020","Improvise mobile & poor service from amazon marketing side",3,"https://images-na.ssl-images-amazon.com/images/I/61MO6NhrMNL.jpg
https://images-na.ssl-images-amazon.com/images/I/61q2vCdpW2L.jpg
https://images-na.ssl-images-amazon.com/images/I/71nl8UtwwUL.jpg"
"R7D2AAROKG2HA","Krishno","
  What can be better than this in this budget.. Great gadget.. Touch is so smooth. Soujd quality, finger print senson, the body finishing. Marvellous job in this new one.. Proximity sensor issue is there but it gets resolved with a phone update. Overall, it is pocket monster .
","Reviewed in India on 18 June 2020","Pocket monster. Go for it.",5,""
"R3KQKKZ26N9FM8","Amit kumar","
  Screen protector not applied in phone
","Reviewed in India on 21 March 2020","Screen protector",4,""
"R2FD76AJQ9232R","Adarsh Kushwaha","
  i ordered black i got blue but i like blue on the time of ordered the blue color is out of stock so i happy to get blue.. thanksone thing if you play pubg please use tempared glass on it without tempared you get a little bit of white spots on you screen.. tempared is must...
","Reviewed in India on 27 May 2020","color exchange and corning gorilla glass 5 related..",3,""
"R11477UEEAM6X4","Bobsv","
  Booked this phone on first day of sale :Overall : 3.5/5Specifications are good but back camera performance is not upto mark.Front camera work good thoughFinger print reader is decentSound I will give 1/5 ... Worst performance in sound I saw in recent smart fone ..Heavy phone comapred to current smartphones in market with similar budget.I don't recommend until sound is improved in this model .
","Reviewed in India on 27 May 2020","Excellent teaser specifications for disappointed final performance",4,""
"RBAX0SPY9MBF2","Patel Arpit","
  Best in classBest battery backup 5020 long battery Best cameraValue for money device best performance with 720GThe display is not considered 19 hz or 120 hz but it is although good with 60 Hertz  I am not saying that the display is not good  the display not support HDR 10 but the viewing angle of this phone is very much similar of amoled display
","Reviewed in India on 20 July 2020","Value for money device",5,""
"RB57E9RSDJ218","Shubham paridwal","
  Probably i must say tgis is tge best device under this segmentsThose who are buying samsung i must try a chance to yourself u didn't regert
","Reviewed in India on 21 July 2020","Most beautiful device",5,""
"R1UA2DP9V62JZF","Amazon Customer","
  The touch needs to be improved and the screen light puts strain in your eyes,the worst thing about any MI phones is the innumerable ads and bloatware that comes preloaded which is a pain and gives irritation to any user.The only plus point is the build which looks excellent,but camera is daylight and night needs huge improvement.
","Reviewed in India on 10 August 2020","Too many chinese ads and Bloatwares in the phone.",3,""
"R3P9XHNCSEH2B","Nikhil Dubey","
  Night camera is worst , I would suggest u to go for samsung m21, since this phones lags sometimes even when u just open a pdf and call someone
","Reviewed in India on 25 June 2020","Worst night camera and lagging problem",2,""
"R2ECGK37SAQRRP","Harish kumar","
  Mi product is always better and better interms of battery camera and all the feature u need .it is value for money.sound quality is always better than other one.now a days mi gives powerfull battery life for a phone .people are busy so battery back up is alway a problem  only mi solves it.
","Reviewed in India on 8 April 2020","Power house for all",5,""
"R2PBND1EXURXCI","athul","
  One of the best thing happened during covid 19 is that I bought this beauty.. j have been using redmi 1s, redmi 2, redmi 4, redmi note 4, redmi note 7 pro and now this.Every phone was upto mark and in between i bought a moto g5 plus which was the only buying mistake I have ever done.. I'm sticking to redmi only after that failed moto buy..
","Reviewed in India on 15 June 2020","One of the best..",5,""
"R336BUQRIIX1","Roshanbhai Razakbhai mansuri","
  #MI Rocks one of the best mobile under this price. This phone is awesome. I would give 5 🌟. to light weight, great feature, photo quality  is awesome. I so lucky I got this phone on First sale with 500 Rs discount. After using more than 2 weeks, I didn't find any issue. Battery backup is awesome, I usually charge only one time in day. after heavy use of internet, gaming, videos and watching online movies, still Battery backup good.Overall this phone is awesome.
","Reviewed in India on 31 March 2020","#MI Rocks",5,""
"RFYBNKAVFDFQO","Aastha","
  The phone is really awesome...but the back flash camera is not good...not satisfied
","Reviewed in India on 6 June 2020","Poor camera",4,""
"R9SKNHWS8LKW2","Rahul Rajeev","
  Best phone in this price range....If you had little more...go for 6gb or 9 pro max* Black colour was damn cool...actually its not black its a combination of ash and datk blue* No hang issues*fingerprint - excellent performanceAwsome delivery... hatsoffQuick and fast delivery i got the phone within 2 days
","Reviewed in India on 12 June 2020","Best phone in this price / Quick delivery - good packaging",5,"https://images-na.ssl-images-amazon.com/images/I/61Dpd0IfwzL.jpg
https://images-na.ssl-images-amazon.com/images/I/719T6qn1BSL.jpg
https://images-na.ssl-images-amazon.com/images/I/71DCzTn9dyL.jpg
https://images-na.ssl-images-amazon.com/images/I/71Xmq1hmVqL.jpg"
"R1R3U0YTZA3Q5J","Roney","
  Got it for 14k awesome phonePros●best camera{macro mode,wide angle works well, video stabilization is awesome}●side mount fingerprint is awesome●big battery 5020 will last long●best perfomance{720g just rocks with blazing speed without any lag}●great selfie cameraCons●back side bump● A bit heavier than usual
","Reviewed in India on 14 June 2020","Budget king",5,""
"R3RF2CVRTFMBZ8","Abhishek kumar","
  Design looks premium.Big screen sizeNice look of punch hole cameraBetter speed, run fast.Battery life is great ,more than usual.One disappointed with this smartphone this is Chinese 😩👎
","Reviewed in India on 13 July 2020","Value for money",5,""
"RO98I999SWU7A","Jit Mondal","
  Just a great phone by xiaomi. I love this one this is awesom. Better display, its is bright. Battery is huge 5k so never worry about it. The 720G is beast. Best for gaming phone under 15k. Everone should go for this. This is more better the any other. #MiRocks I Love Mi. #mirocks
","Reviewed in India on 21 March 2020","A Beast Phone by Mi",5,""
"R3FR3SZ3MDXE7Z","suraj","
  It has weak signal problem, my older phone (moto g5 plus) in its 4th year has better network and internet on same SIM.The signal deplets exponentially inside home, are you supposed to use your phone outside only?Xiaomi, are you even upgrading??
","Reviewed in India on 12 July 2020","Weak signal and Internet",3,""
"RTJ6Y6ZAK9P8R","Burnwal","
  Awesome Product by Xiaomi...Got the product yesterday..it's amazing..Camera is awesome.. Battery is also very well..Fully Satisfied with the phone..Thanku Mi#mirocks
","Reviewed in India on 21 March 2020","#mirocks",5,""
"R33Y49BY4N2J0W","PRATHAMESH GADHEKAR","
  Using since 1 month. Device felt very comfortable. Fingerprint reader is quite good. Battery life is decent and can get you through a day or more easily.camera is decent captures great pics.but night cam should be improved.Screen should have been improved more.
","Reviewed in India on 3 July 2020","Review after a month",4,""
"R1VCSFV1ANTZ3B","NANAVATHU MANOHAR","
  This phone comes with good features with 5 cameras options... everything  is good for this camera but only the front camera lacks the quality for this for which only 16mp is provided for this and video quality is also not good and slow motion is the worst and coming to photo the rear camera at its best for 48mp and battery life , finger print sensor, calling features everything is excellent hope this would be useful
","Reviewed in India on 30 May 2020","Best phone with good battery life, finger print sensor, and all  but only front camera is worst",5,""
"R3FI3CELRXCK0I","Varun A R","
  I ordered interstellar black and received a blue one. It's a mistake from the manufacturer's side. The box clearly mentions that its interstellar black. IMEI number on the box also matches. Manufactures should be more careful. Didn't applied for replacement since I don't want any trouble over a color mismatch during this time of Corona virus.
","Reviewed in India on 16 May 2020","Got wrong color",4,""
"RNDI1BPSWWGUI","ROHIT","
  I have received used device.While unboxing I don't see the paper on the screen which has 'Redmi' written on it and a screen guard applied on the screen.
","Reviewed in India on 4 August 2020","Used device received",1,""
"R11MAXAUVYBC4Q","Sidharth","
  Good in segment and value for money.. but side wise finger print is not esy to use camera quality. And macro lens are perfect batter back up is very good as compared to samsung 5000mah.. phones.. and fhd display is better than athoer redmi produts
","Reviewed in India on 24 June 2020","Goood product for money",4,""
"RC51WDM7U7IR7","Srijan R.","
  #mirocks Nice look#mirocks Nice Camera#mirocks Nice performance#mirocks Best Mobile in budget#mirocks Best Mobile
","Reviewed in India on 21 March 2020","Nice And beautiful",5,""
"R1XRI5EXT50CUQ","Devesh nath","
  Best fon in it's segment batree grt 1 and half day for very heavy user sound outup is grt camera is ok keeping Price in mind and Amazon service is grt delivery was on time thanks amazon
","Reviewed in India on 29 July 2020","Budget power pack",5,""
"R2VHMGS4LZHM9X","Jayant","
  A very good smartphone i had ever used in my history i was using other smart phone but there was not a satisfactory result but after using #mi #note9pro i feel like this is the real smartphone.Superb performance by a smartphone in this orice segment.
","Reviewed in India on 30 March 2020","Superb performance",5,""
"R3JYKUICRMZ035","Satyanarayan","
  #milove Super fast amazing speed ... I will happy this delivery time and delivery boy ...note 9 pro is too good phone it's full fill my expectations and it's camera clarity is osm and it's look is looking gorgeous.... I will happy this phone 😍😍# milove.....
","Reviewed in India on 21 March 2020","# miloves",5,""
"R29Z9DKCTFYYIN","MANISH","
  Best value for money, fingerprint is really quick as conpared to other phones, also comes with bang processor which has capacity for multitasking as well battery is well optimised, when it comes to camera shooter this mobile is best #Milove
","Reviewed in India on 29 March 2020","Best value for money",5,""
"ROYQMBP9C88OT","sagar K","
  Mi launches another phone in this segment, but they disappointed, because there is no high change in this version, than previous one. camera quality is not much as expectations. This phone is not for gaming mode. So for basic use this is good, but not good for heavy use.Its lage on highend games like Pubg.
","Reviewed in India on 12 August 2020","Average phone, lags while playing highend games",3,""
"R1N66ZIT5BHWSO","Ujjwal kumar choudhary","
  #milove  #redminote9pro  this phone is superb and i bought it on first sale and i am very happy with its performance and camera quality and it's battery performance is quite superb... So. I will recommend this phone if u have budget under 15k...
","Reviewed in India on 31 March 2020","#milove  #redminote9pro",5,""
"RZOHYHE9U7RQU","Verified Customer ","
  CONS:- Phone is quite large in dimensions so it is not much handy also heavy.You cannot use it easily with one hand.PROS:- It looks premium with better camera quality as compare to other brands in this range.Overall performance is also satisfying, so if u go for it u will not feel regretful in future.
","Reviewed in India on 27 July 2020","Best option in this price range",4,""
"R2S1QT4177O9YT","Aryan","
  Fingr print reader,  battry life ,. Camera quality , processor  and including other things much better than other mobile phone in this range
","Reviewed in India on 14 July 2020","Overall all the features are excellent",5,""
"R3CKLL3VKP3FIL","Dany Prasad TK","
  cam is best, grt battery life, powerful  processor, overall 14k bestconsside mounted fingerprint sensor (no indisplay finger print)very law refresh rate
","Reviewed in India on 12 May 2020","Mind blowing purchase",5,"https://images-na.ssl-images-amazon.com/images/I/71-zzTHOANL.jpg
https://images-na.ssl-images-amazon.com/images/I/718PSrWC8vL.jpg
https://images-na.ssl-images-amazon.com/images/I/71BBrIneGKL.jpg
https://images-na.ssl-images-amazon.com/images/I/71MfeJAouHL.jpg
https://images-na.ssl-images-amazon.com/images/I/71R10UyURSL.jpg
https://images-na.ssl-images-amazon.com/images/I/71YT7uXHE8L.jpg
https://images-na.ssl-images-amazon.com/images/I/71uUC--rLwL.jpg
https://images-na.ssl-images-amazon.com/images/I/812MVncZtbL.jpg"
"R2P2DFYOJ1D7AF","Shelvin Bhaskaran","
   Camera(video,slomo,photo,macro)Marvelous 👌Battery Best in market nowDisplay, performance everything really worth for the money. Can compete other phones upto 25k
","Reviewed in India on 11 May 2020","Camera, Battery, Performance Beast worth buying",5,"https://images-na.ssl-images-amazon.com/images/I/7125x2b8IPL.jpg
https://images-na.ssl-images-amazon.com/images/I/71cMj-CteQL.jpg
https://images-na.ssl-images-amazon.com/images/I/71fvx+O6lLL.jpg
https://images-na.ssl-images-amazon.com/images/I/71zmNwD7TaL.jpg"
"R1JU34V5Z754HX","Dipak","
  It's a very wrost mobile.dont purchase...China is China...it's a very ground level condition mobile.within a week it's hang to much
","Reviewed in India on 30 June 2020","Wrost mobile",1,""
"RV9J64WGKNQKD","Swastik","
  Redmi note9 pro is a pretty efficient snartphone with longer 5020ah battery life, attractive looks due to punch hole display with a heavy gaming processor snapdragon 720G. And also having the side finger print sensor.
","Reviewed in India on 23 March 2020","#mi rocks",5,""
"R3THUUROJ1E218","Renjith","
  Very bad mobile always hanging while using camera.
","Reviewed in India on 7 July 2020","Bad phone",1,""
"R2B1NYYZTBWQUF","Pradeep kumar","
  My phone speaker is dead after 1 month
","Reviewed in India on 13 June 2020","Speaker problem this phone after 1 month",1,""
"R26NUTVIHRLJBD","Kishor suthar","
  Battery charging time 3-4 hours.
","Reviewed in India on 22 March 2020","Slow charge",4,""
"R2PV15FYVBNVWY","Saiteja Dindewar","
  Perfect smartphone for the mid rangeBattery life is just awesome butI got a problem of gyroscope was unstableAnd 48mp camera mode shows the pixal of 340×400Overall great phone not found any issues ( except the above ) since using till now
","Reviewed in India on 24 March 2020","Great smartphone",4,"https://images-na.ssl-images-amazon.com/images/I/71k5OqjTVFL.jpg"
"RGCV7DSS7RPCT","ravi kumar","
  Sound system problem in this phone... While calling.. Some times Loudspeaker doesn't work while calling..While calling Sound will be constant ... If I press volume up or down there is no change.... In sound...
","Reviewed in India on 11 July 2020","Battery backup not good",3,""
"R45YFXVC1J9UC","DeeKay","
  Good phone in this price otherwise nothing new except side fingerprint sensor and Snapdragon 720G, Camera is ok not good and Speaker is loud and heavy phone and not dust proof, this phone attract so much dust
","Reviewed in India on 10 August 2020","Budget Phone",4,""
"RPG4DR6K3M30Z","IRSHAD ZAMA","
  Camera quality really best for this price ,campare other to other samsung, and honer mobials, battray life normal but charging very fast campare to vivo,s 18 watt charger display is average YouTube not support 1080 picxel vedio and gaming was also best on this mobail
","Reviewed in India on 30 May 2020","Best for this price",5,"https://images-na.ssl-images-amazon.com/images/I/71tr9WS8uIL.jpg"
"R3HPCNK9XYN0WI","Kuldip","
  Looks Like Best Phone And Material Also Good . Best Part Of Battery Life And camera partIt's awesome So Kindly Check It
","Reviewed in India on 23 July 2020","Good One",5,""
"R1H7XFWFTIWVDQ","srimanta pal","
  Super product in this budget.Camera aswome🔋battery life is very good.Super display#Mirocks
","Reviewed in India on 21 March 2020","Excellent mobile",5,""
"R3094P9W7Z6BQ8","Nilesh Tikme","
  one day heavy use battery.no heating, samrt charging , take one and half hour to charge. camera is good, colour are boosted.
","Reviewed in India on 8 June 2020","value for money.",4,""
"R12YEOAHD1N4DG","jithendar singh","
  mic stops working with in 15 days of usage
","Reviewed in India on 7 June 2020","microphone issue",1,""
"R3BKTEIUZS4UNM","rajesh","
  Not a grate phone...hanging is most biggest problem. Its just for few days product. When our emi is ends...that the time it's start the troubling.Most important thing ...please don't trust the amazon blindly.
","Reviewed in India on 4 July 2020","I'm not happy whit product and amazon",1,""
"R2OW9TCXABAG3D","Gurjeet","
  This is Black version not aura Blue.Battery life is good and there is a problem of screen bleeding around the punch hole camera .The experience of gaming is good
","Reviewed in India on 15 July 2020","A nice problem",5,"https://images-na.ssl-images-amazon.com/images/I/51DebJ0Hu5L.jpg
https://images-na.ssl-images-amazon.com/images/I/51LAv0TqgJL.jpg
https://images-na.ssl-images-amazon.com/images/I/51ejJci1gvL.jpg
https://images-na.ssl-images-amazon.com/images/I/61EGdx4NbnL.jpg
https://images-na.ssl-images-amazon.com/images/I/61FJ9PoRNuL.jpg
https://images-na.ssl-images-amazon.com/images/I/61q61NvW4yL.jpg"
"R38Y07QUUH6LMV","Dr Deepak","
  The worst phone, Headphone jack is not working properly from the first time of use.Speaker quality is also not good, No dolby like the mi phones of same range.
","Reviewed in India on 19 July 2020","Damaged and poor quality 3.55 mm jack.",1,""
"RGA9Q1AK1F1CP","AMOL Nikode","
  Not happy, camera is meet expectations, looks are good but vedio quality is not good. Some time it's hang.
","Reviewed in India on 21 March 2020","Not good",1,""
"R21GJ0Z6SW8RPF","Shriya","
  The phone has started to hang just after a week of buying it. No option to return or exchange the phone is available.
","Reviewed in India on 23 July 2020","Phone hangs a lot.",1,""
"R37W9OF8AN765M","Akshay khante","
  Value for money. Its a great mobile phone with great battery time, camera, display and all.The only thing which is bit problematic for me is location of fingerprint sensor. Whenever i just want to hold my device(dont want to unlock it) accidentally my finger touches to sensor and it gets unlock unintentionally.
","Reviewed in India on 11 August 2020","Great product",5,""
"R3KE5K7B29RV0I","raju Hazarika","
  Very happy to have this on this price tag. Camera setup is super and unique. Camera quality is superb. Battery is awesome, lasts almost 30 hrs after heavy use also, I m not playing pubG but other games are playing. Fingerprint scanner is also a unique. Completely satisfied with this phone. Sharing some macro shots..
","Reviewed in India on 13 June 2020","Value for money",5,"https://images-na.ssl-images-amazon.com/images/I/71b8QN+++8L.jpg
https://images-na.ssl-images-amazon.com/images/I/81PE9yLafkL.jpg
https://images-na.ssl-images-amazon.com/images/I/81Wh1V6DQjL.jpg
https://images-na.ssl-images-amazon.com/images/I/81aK4mLWG1L.jpg
https://images-na.ssl-images-amazon.com/images/I/81slLhPWYvL.jpg
https://images-na.ssl-images-amazon.com/images/I/81z3MhK+EcL.jpg"
"R3KWTGVZCNSJRL","Ankita Sakseria","
  Not so good product in comparison to other phones ..I am Nationalist too so I m returning this Chinese mobile in support of our Nationhood..Don't buy
","Reviewed in India on 25 July 2020","Don't Buy Chinese products",1,""
"R1U9WP019VEVUA","Saksham sharma","
  Battery is awesome... I try to drain it fully by playing pubg...my eyes pained but battrey doesnt drain fully almost 9 hour pubg
","Reviewed in India on 28 May 2020","Battery n processor",5,""
"R2VHB0HBYN5PBY","pooja","
  Product quality is average.Heating on gaming.Auto switchoff.Speaker call are not working.Video call no voice go to 2nd end..I face these problems since 1st when i purchased it.Then i update it.Then some issues are increase.Wtf* mi mobile.Don't purchase this product.
","Reviewed in India on 25 July 2020","Mi note 9 pro",3,"https://images-na.ssl-images-amazon.com/images/I/510yoMcdqEL.jpg
https://images-na.ssl-images-amazon.com/images/I/51C6UnuFMNL.jpg
https://images-na.ssl-images-amazon.com/images/I/61kT8SlH9CL.jpg"
"R1KDWSSA9UDEL1","Aadil","
  Not upto the mark , there is a bit slow while playing a online game of pubg and isuue with the notifications bar.
","Reviewed in India on 4 August 2020","Disappointed",2,""
"RUGFIBYBMGVLI","farhan","
  I bought this phnoe before three months ,lost of issues with this phone ,speaker is not working ,charger not working ,
","Reviewed in India on 27 June 2020","Bakwash phnoe,waste of money",1,""
"R2CFQ7TLW4VH3V","Anit Parmar","
  Looks Good Only. But quality is average.
","Reviewed in India on 15 June 2020","Average Mobile",3,""
"R1AIL6ERY26C5B","Nitin Barai","
  Battery is draining pretty fast, even though it has 5020 mah of battery
","Reviewed in India on 13 June 2020","Worst product from Xiaomi",1,""
